ax,ay,az,wx,wy,wz
0.195328,0.0166017,10.0042,0.0644068,0.0474624,0.0938511
0.328651,0.397645,10.0041,0.0735694,0.0387082,0.0952263
0.331119,0.458824,10.2112,0.0400622,0.0965631,0.0659445
0.0989805,0.224829,9.93013,0.0771611,0.0680845,0.0716644
0.350434,0.267246,10.1398,0.0557036,0.087955,0.0538863
0.635456,0.48645,9.77528,0.0499314,0.0812019,0.0315446
0.282501,-0.0110268,9.6319,0.101662,0.0645123,0.0369851
0.291214,0.163059,10.0847,0.0566784,0.0625588,0.0404392
0.121729,0.0247069,9.71192,0.0629422,0.0530011,0.0804
0.338133,0.216296,10.0031,0.0499567,0.0672283,0.0313407
0.265016,0.0037517,9.49599,0.0359206,0.0518581,0.058268
0.373309,0.397908,9.91386,0.0317173,0.051929,0.0527638
0.391619,0.405609,9.88899,0.0693782,0.0510307,0.0495629
0.398231,0.15209,10.0292,0.0688353,0.0696844,0.0231614
0.501266,0.393355,9.65409,0.0527458,0.0793129,0.0854188
0.302025,-0.0218797,9.6827,0.0284636,0.0369425,0.0507527
0.342174,-0.0836193,9.93131,0.0448763,0.0610703,0.0615329
0.0734584,0.133327,9.96487,0.0742347,0.0726126,0.0477942
0.0205587,0.0956225,9.80812,0.0639959,0.0427964,0.0374887
0.628959,-0.262982,9.82143,0.0427662,0.00330917,0.0496845
0.264057,0.144191,9.55945,0.0430458,0.0277054,0.0536637
0.20638,-0.0302434,9.83975,0.0786735,0.0457037,0.0537874
0.305605,0.183294,9.83451,0.0486249,0.071952,0.0425856
0.489544,0.153573,9.95097,0.0537677,0.0432047,0.0158355
0.379761,0.167078,9.66205,0.0170507,0.0578064,0.0470267
0.236632,0.109603,9.83085,0.0583196,0.0645581,0.0399454
0.41372,0.335192,9.81722,0.0457395,0.0641188,0.0590911
0.130251,0.38641,9.76414,0.0272807,0.0652795,0.0315933
0.262779,0.105203,9.99469,0.029771,0.0383609,0.0454146
0.567443,0.250539,9.61034,0.056657,0.0268818,0.026435
0.366021,0.15678,9.74299,0.0505405,0.0325063,0.0458293
0.327988,-0.054864,9.48044,0.0607807,0.0287127,0.0568515
0.0917468,-0.180152,9.87657,0.0236432,0.0213594,-0.00320897
0.177789,0.178354,9.57325,0.0681807,0.0416145,0.0734376
0.217817,0.0676323,10.0324,0.0216075,0.0580017,0.00253357
0.10981,-0.318412,9.89423,0.0516925,0.0379816,0.0630755
-0.0777254,-0.18399,9.90012,0.00661077,0.0530885,0.0387769
0.278554,-0.135211,10.2141,0.0456475,0.0204168,0.0412838
0.348858,-0.00440927,9.70119,0.0291021,0.0470936,0.0432774
0.208324,0.165693,9.71761,0.0791684,0.0214496,0.027259
0.1932,0.190957,9.87899,0.0234003,0.0560881,0.0517883
0.133994,-0.0900551,9.73215,0.00696412,0.0353421,0.0648773
0.332269,0.346262,9.7278,0.00960221,0.0516172,0.0587427
0.0885697,-0.137958,9.91681,0.0759209,0.0527395,0.0600926
0.510935,0.230578,10.0014,0.0268127,0.0454941,0.0435966
0.382307,-0.160437,9.76518,0.0308185,0.0200271,0.0233175
0.353765,0.124071,9.64363,0.0191276,0.0184267,0.0373138
0.342007,0.146989,9.86431,0.010565,0.0221125,0.00697182
0.0784741,-0.10583,9.84077,0.0163877,0.065174,0.00991985
0.086658,0.165643,9.68866,0.0406065,0.0158944,0.0268636
0.300682,0.0855904,10.0236,0.0544411,0.0530255,0.0246071
0.328036,0.469783,9.99819,0.0118789,0.0107333,0.030927
0.325683,-0.298884,10.0066,0.0300942,0.0189159,0.00368405
0.0935608,-0.000129573,9.91994,0.043076,0.0291243,0.0496982
0.102492,0.186341,9.69591,0.0359392,0.0534596,0.0360551
0.0629662,0.0310748,10.0896,0.00637579,0.0454342,0.0440831
0.300906,-0.0592209,9.64672,0.00943141,0.0301849,0.033218
0.365129,0.13439,9.68264,0.0346095,0.00350168,0.0304784
0.0306001,0.058208,9.80669,0.00172372,0.0428034,0.0181978
0.181204,-0.377672,9.98156,0.0485811,0.0098682,0.0235948
0.400936,0.249362,10.0586,0.0427377,0.0246847,0.0241797
0.215442,0.202629,9.75461,0.0247734,0.0265369,-0.041665
0.250316,0.102311,9.72482,0.0127012,0.0342043,0.0117305
-0.535446,0.0972717,9.91442,0.00724717,0.0405771,0.0192448
-0.0111279,0.424702,9.79371,-0.00044141,-0.00712291,-0.0121888
0.169975,-0.120663,10.0628,0.0501769,0.0176146,0.0249709
0.191447,-0.181776,9.91507,0.00599383,0.0534425,0.0500704
-0.366695,-0.0035416,9.70611,0.0542939,0.0289492,0.0170074
0.304974,0.0133081,9.36394,0.0612294,-0.00904969,0.0107837
-0.227223,-0.0176357,10.2257,0.013333,0.00849797,0.0138439
0.447384,0.120259,9.67633,-0.00150388,0.022128,0.0570618
0.0919696,-0.18831,9.93733,0.0162175,0.00802724,0.0204101
0.102499,0.0763104,9.9379,-0.0289577,0.00940304,0.0138085
0.0517806,0.242014,9.38363,0.00563259,-0.0220589,0.0149313
0.212146,-0.146386,10.1983,0.00838069,0.0505531,0.0274208
0.171077,-0.10155,9.6588,0.0273872,0.0271951,-0.0038302
-0.058892,0.0407549,9.79422,-0.00872004,0.0386072,0.0372732
-0.0610338,0.0356463,10.0055,0.0552214,0.02569,0.0323554
-0.0684914,0.367892,9.79674,-0.00373734,0.0212093,0.0184356
0.290592,0.0755958,10.1031,0.00760023,0.0313098,0.0518287
0.21934,0.124142,10.0853,0.00322386,0.0251439,-0.0203337
-0.113636,-0.270741,9.8704,-0.00409025,-0.0215847,0.00927808
0.181546,-0.188058,9.81935,0.0175174,0.0329898,0.01664
0.243657,0.0209997,9.77047,0.031241,-0.00364528,0.0321678
0.36394,0.31273,9.67096,-0.0167889,0.00618832,-0.0110928
-0.256014,-0.0332168,9.95579,0.0272026,0.0106286,0.0237489
0.164409,0.0455137,9.77646,0.00838621,-0.0256511,0.0192675
-0.112261,0.187737,9.62855,-0.0139047,-0.0134445,0.00720316
-0.163401,-0.137046,9.72794,0.0348829,0.00206414,-0.00677072
0.0672424,-0.111407,10.0238,-0.00089494,-0.00553398,-0.013782
0.249621,0.00994265,9.64504,0.0294397,0.0102323,-0.010279
0.131244,0.105429,9.83113,-0.00592683,0.0115571,0.0386709
-0.242269,0.148811,9.83616,0.0178089,0.0303804,0.0105037
-0.107896,0.295205,9.82151,-0.0204864,0.00131334,-0.0128077
-0.111353,0.234527,9.71216,0.0222613,0.00399535,0.0245271
0.155308,-0.137068,9.72318,0.039811,0.021984,0.00856956
0.100695,0.0545639,9.96938,0.0349197,0.0143318,-0.00727618
0.0399425,-0.393546,10.1133,-0.00958884,-0.0130885,0.00907982
0.29079,0.00500829,9.93816,0.0163876,0.00893166,-0.0175441
-0.424764,0.128236,9.47264,0.0308794,-0.00163873,-0.011975
-0.0693008,-0.00297629,9.92554,0.0168428,-0.0196689,-0.033933
-0.285909,-0.12963,9.80459,-0.0049996,-0.0196599,0.0149416
0.0261493,-0.0938415,9.94006,0.0371616,0.0157255,-0.018082
-0.115858,-0.0170049,9.69925,0.00962758,0.00894067,-0.0428535
0.205071,-0.166388,9.55853,0.00905998,0.0167792,-0.00422076
0.0239505,0.0031047,9.90639,-0.0158182,0.0134106,0.0020647
-0.39359,-0.12702,10.034,-0.0172426,-0.0212057,-0.00338552
-0.180711,-0.0509544,9.81155,-0.0117711,-0.026564,-0.00289588
-0.0837866,-0.108228,9.81339,-0.0199702,0.00503099,-0.00679545
-0.288377,0.0152342,9.82603,-0.0077611,-0.037917,-0.011206
0.06062,-0.202015,9.83394,0.000346095,-0.0214813,0.000994273
-0.0487388,-0.0770779,9.83337,-0.00621644,-0.0233071,-0.0146343
0.423981,-0.189051,9.89081,0.00347486,0.0117115,-0.0138323
-0.367768,0.00596666,9.61215,0.0344784,0.0164157,-0.0290385
-0.075957,0.214502,9.87051,-3.04366e-05,-0.0206453,0.0304053
-0.252606,-0.160574,10.1165,0.0367982,0.0188694,-0.0256675
0.0814808,0.136213,9.81964,0.00514556,0.0113945,0.0171357
-0.219264,-0.342222,9.85092,-0.0329784,-0.0481106,-0.00532207
-0.493456,-0.0407391,9.7544,-0.0272615,-0.0168362,0.00302962
-0.0488392,0.1081,9.88303,0.0184495,-0.0264538,0.0144895
-0.178654,-0.138311,9.27935,-0.0260249,-0.0171867,-0.017626
-0.021121,0.153203,10.0214,-0.0291437,-0.0403551,-0.039586
-0.335729,-0.134444,9.933,-0.00470979,-0.024787,-0.00376289
-0.00954234,-0.0375482,9.79643,-0.047304,-0.00189964,-0.00508748
-0.313526,0.369764,9.59556,-0.00638247,0.0123694,-0.00661127
-0.337664,-0.425505,9.76425,-0.037876,-0.0113633,-0.0306073
0.0169043,-0.221139,9.48023,-0.00909712,-0.0157076,0.0116148
0.0712051,-0.333998,10.0817,0.0141734,-0.0310853,-0.0497597
0.305359,-0.199523,9.87924,-0.00807658,-0.000495866,-0.0231922
-0.185782,-0.169231,10.0412,-0.0599849,-0.0289696,-0.0277435
-0.0592817,-0.0721937,9.70524,-0.0209066,-0.02719,-0.0186154
-0.331371,0.119366,9.38477,-0.0247172,-0.0319488,-0.0327411
-0.00336754,-0.161141,9.72213,-0.0668567,-0.018909,0.018106
-0.336413,-0.119162,10.0735,0.0249778,-0.0293321,0.00287455
-0.10204,-0.109973,9.91617,0.000438254,-0.0344411,-0.0313566
0.185978,-0.129358,9.79546,-0.0307305,-0.040983,-0.0537615
-0.422547,-0.243857,9.55343,-0.0111282,0.000728348,-0.0171711
-0.200835,-0.226739,9.56086,-0.0266315,0.0147043,-0.000582075
0.215081,-0.0890837,10.0085,-0.0140412,-0.0253928,-0.0310466
0.0744265,-0.121107,9.72707,-0.00727319,-0.0130049,0.0187249
-0.103614,-0.20151,9.83691,0.00563098,-0.0658304,-0.0283322
-0.120313,0.142729,9.44395,-0.0416213,-0.04855,-0.0562762
-0.131286,-0.042998,9.99422,-0.029933,-0.0388664,-0.0373971
-0.596588,0.178754,9.9176,-0.0100137,-0.0198688,-0.0176073
0.000479996,-0.395619,9.93822,-0.0349257,-0.0248729,-0.0284974
-0.284755,0.187151,9.63373,0.00258865,-0.0124879,-0.0336692
-0.10213,0.107797,9.42811,-0.0435504,-0.0504701,-0.0311116
-0.0652426,0.156298,9.87195,-0.0249778,-0.00953096,-0.0590808
-0.465425,-0.143184,9.72376,-0.0681813,-0.0401553,-0.0105838
0.0369982,0.12901,9.63171,-0.0167628,-0.0512906,-0.03582
-0.447287,0.0247013,10.0304,-0.0288553,-0.0237278,-0.0399676
-0.170302,0.162363,10.0678,-0.0545319,0.00556916,-0.0434896
-0.3507,-0.087382,9.5908,0.00172029,-0.0510357,-0.0298262
0.0712294,0.117843,9.57002,-0.0207009,-0.0307171,-0.0407608
-0.164855,-0.357012,10.0336,0.00298978,-0.0295816,-0.0443585
-0.189495,0.119324,9.3591,-0.03867,-0.0169897,-0.0448404
-0.141916,0.315384,9.99704,-0.00766793,-0.0270126,-0.0199838
-0.435679,-0.217861,9.61406,-0.0508353,-0.0594704,-0.061875
-0.387235,-0.0681169,9.7436,-0.0178225,-0.0291306,-0.0478898
-0.216397,-0.332331,9.77901,-0.055127,-0.00846483,-0.0560231
-0.269698,-0.225174,9.69604,-0.0436485,-0.0652862,-0.0688394
-0.184215,0.139874,9.60866,-0.0660718,-0.0602024,-0.0158449
-0.0834319,0.12616,9.87414,-0.0297624,-0.0711353,-0.0599538
-0.232294,-0.171333,9.6095,-0.0545884,-0.0286806,-0.0460659
-0.371615,-0.323157,9.60524,-0.0501205,-0.0111045,0.00266382
-0.411372,-0.488202,10.159,-0.0226274,-0.0504341,-0.0295012
0.0496107,-0.298127,9.95106,-0.0347571,-0.01246,-0.039866
-0.177302,-0.194943,9.61926,0.0124587,-0.0146303,-0.034389
-0.0860915,-0.109204,9.56723,-0.0673699,-0.0791961,-0.0348806
-0.475245,-0.00709429,9.76798,-0.0558079,-0.0536225,-0.0139672
-0.331598,0.160243,9.80546,-0.0456202,-0.0379271,-0.0362681
-0.577611,0.0999165,9.83467,-0.0437085,-0.0335221,-0.0734709
-0.182108,-0.430204,10.0867,-0.102237,-0.0381754,-0.0676469
-0.2814,-0.0681999,9.82093,-0.0507977,-0.0494251,-0.0711907
-0.192189,-0.332277,10.0206,-0.0565827,-0.0409936,-0.0405931
-0.339084,0.167037,9.94258,-0.027252,-0.0704911,-0.0332979
-0.0559959,-0.198894,9.57086,-0.0237042,-0.0398571,-0.0356809
0.410056,-0.0242297,9.51213,-0.0682329,-0.0500859,-0.0367511
-0.381013,-0.173203,9.76254,-0.0660872,-0.0797893,-0.0442136
-0.298331,0.139262,9.58112,-0.0261387,-0.0429815,-0.0443784
-0.486398,-0.0574026,9.65884,-0.0545496,-0.051255,-0.0578085
-0.428387,-0.0844908,9.63106,-0.0149026,-0.0511045,-0.0463949
-0.283915,-0.453498,9.83074,-0.0464575,-0.072974,-0.0675587
-0.219226,-0.228226,9.75415,-0.0578034,-0.0440063,-0.023379
-0.393269,-0.149103,10.0488,-0.0616785,-0.0383726,-0.100134
0.139678,0.013685,9.75212,-0.0605684,-0.074457,-0.0321851
-0.600585,-0.439867,9.74431,-0.065085,-0.0525265,-0.0634966
-0.2909,0.0581414,9.86776,-0.0376941,-0.0709483,-0.0530375
-0.622071,0.442032,9.96775,-0.0732189,-0.0519931,-0.0526039
-0.308616,-0.499853,9.8718,-0.0463172,-0.0617341,-0.0557499
-0.240363,-0.0028839,9.93816,-0.0430942,-0.051856,-0.0258264
-0.470785,-0.0831083,10.1753,-0.0558439,-0.0642127,-0.101032
-0.275611,-0.509072,9.67036,-0.063682,-0.0709797,-0.0335264
-0.19725,0.0547234,9.59988,-0.079589,-0.0856115,-0.104039
-0.0836115,-0.228801,9.64351,-0.0567274,-0.0445877,-0.0373182
-0.382113,-0.207607,10.0997,-0.0437071,-0.0455524,-0.0521297
-0.0966473,0.252644,9.58976,-0.00206207,-0.0978709,-0.0456929
-0.155719,-0.097188,9.8257,-0.114589,-0.0650631,-0.0858139
-0.279335,0.188388,9.82467,-0.0740589,-0.0573716,-0.0727931
-0.499202,-0.232442,9.76537,-0.0592323,-0.0712638,-0.069616
-0.305345,0.0592814,9.92692,-0.0360464,-0.048335,-0.0693346
-0.522996,0.0670354,9.99628,-0.0787136,-0.0420611,-0.038178
-0.163305,-0.274445,9.57895,-0.0843524,-0.069079,-0.0535342
-0.312418,0.0346736,9.69291,-0.0625723,-0.0641741,-0.0390164
-0.172907,-0.313864,9.96059,-0.0874182,-0.0831259,-0.0472028
-0.374311,-0.108611,9.60854,-0.0267596,-0.0865102,-0.0485006
-0.291483,-0.366354,9.97815,-0.029553,-0.0881137,-0.0539208
-0.36559,-0.248713,9.78974,-0.0822377,-0.0429983,-0.0601568
-0.40468,-0.403727,9.8649,-0.0765714,-0.0492166,-0.0898169
-0.303272,-0.0612941,9.9626,-0.0515534,-0.0430291,-0.0518055
-0.374497,-0.326052,9.82317,-0.0846686,-0.0340293,-0.0980624
-0.73266,-0.0785364,10.1175,-0.0866624,-0.00529322,-0.0931004
-0.590685,-0.25915,9.70807,-0.0783191,-0.0528488,-0.0737571
-0.504372,0.125619,9.84988,-0.0664924,-0.05476,-0.0813045
-0.337556,-0.0846676,9.77945,-0.0746893,-0.0832449,-0.0693876
-0.498666,-0.61608,9.76456,-0.0710279,-0.0333547,-0.0765714
-0.267439,-0.0172047,10.1846,-0.0808761,-0.0474442,-0.0699452
-0.313891,-0.206974,9.78509,-0.0474202,-0.0852541,-0.108706
-0.237167,-0.138742,9.74104,-0.102385,-0.0724061,-0.108848
-0.419048,0.0114079,9.687,-0.0571852,-0.0855956,-0.100627
-0.42414,-0.186964,9.71569,-0.10515,-0.0530832,-0.075311
-0.553797,0.167094,9.3858,-0.0574181,-0.0522837,-0.0526531
-0.524055,-0.0691657,9.53006,-0.0764361,-0.0854066,-0.0918501
-0.621115,-0.468191,9.74452,-0.0697013,-0.0648593,-0.0980575
-0.200042,-0.222821,9.22811,-0.061465,-0.114721,-0.0562178
-0.348738,-0.397248,9.55702,-0.0802375,-0.103676,-0.0969891
-0.471124,-0.425996,9.92757,-0.074168,-0.0798354,-0.106545
-0.698452,-0.211322,9.37239,-0.0780249,-0.0677259,-0.0695829
-0.698412,-0.0570556,9.92759,-0.0653389,-0.0720224,-0.0625684
-0.149331,-0.102114,9.88978,-0.0771983,-0.115008,-0.0526209
-0.613319,-0.267264,9.53555,-0.105212,-0.0807225,-0.108798
-0.67498,-0.26754,9.63525,-0.0693709,-0.0874835,-0.0764366
-0.272724,-0.72428,9.56122,-0.100541,-0.0845796,-0.102674
-0.245407,0.0198698,9.46996,-0.11699,-0.0919699,-0.0720315
-0.557958,-0.259757,9.63053,-0.112821,-0.0997288,-0.0596951
-0.15873,-0.0563504,9.7125,-0.100996,-0.105429,-0.09022
-0.339809,-0.524032,10.1319,-0.0691298,-0.0717624,-0.0450636
-0.479898,-0.244054,9.84275,-0.0864947,-0.127491,-0.093043
-0.116965,0.0128012,9.32562,-0.0749985,-0.0833601,-0.066934
0.0403399,-0.376116,9.62666,-0.0757433,-0.0578834,-0.0816075
-0.53724,-0.18745,9.76412,-0.0900837,-0.0890679,-0.0905447
-0.363251,0.117116,9.50608,-0.0990432,-0.0497701,-0.128891
-0.508441,0.00200386,10.0104,-0.0973615,-0.102093,-0.0581833
-0.541291,-0.0380045,9.76305,-0.106622,-0.136865,-0.062351
-0.422755,-0.38123,9.86895,-0.0794034,-0.119032,-0.111284
-0.465541,-0.586608,9.65629,-0.0865821,-0.08189,-0.0667996
-0.431642,-0.498938,9.69865,-0.0788054,-0.0878368,-0.112564
-0.491308,0.0427155,9.77899,-0.0871252,-0.085355,-0.089264
-0.2439,0.0535855,10.1082,-0.0877246,-0.108635,-0.0686913
-0.533889,-0.471008,9.65689,-0.0292237,-0.113968,-0.0723957
-0.865083,-0.318564,9.83792,-0.102138,-0.108568,-0.100124
-0.412853,-0.205756,9.71799,-0.096602,-0.0688094,-0.131169
-0.352574,-0.413054,9.92914,-0.0919687,-0.0798794,-0.0593899
-0.484001,-0.238451,9.83441,-0.0547901,-0.112998,-0.0659649
-0.261968,-0.4125,9.83567,-0.113383,-0.105183,-0.0352659
-0.366287,-0.118697,9.00458,-0.0926908,-0.08602,-0.136991
-0.763178,-0.199868,9.89838,-0.0700382,-0.127545,-0.0748969
-0.301795,-0.122295,9.6633,-0.104013,-0.100769,-0.0835687
-0.532988,0.0468035,10.0383,-0.119121,-0.0816992,-0.0805182
-0.292552,-0.25151,9.73941,-0.122801,-0.0804626,-0.0884996
-0.707723,0.129918,10.0631,-0.0771409,-0.0883673,-0.11072
-0.581832,-0.119104,9.75217,-0.0828699,-0.0978395,-0.123077
-0.91494,-0.149448,9.94195,-0.0773843,-0.0742014,-0.0690515
-0.324264,-0.165572,9.61749,-0.0775976,-0.123204,-0.0867333
-0.659582,-0.157407,9.67666,-0.119198,-0.0744921,-0.103824
-0.960268,0.11441,9.31267,-0.067252,-0.113337,-0.0929862
-0.598086,-0.339152,9.51284,-0.0629902,-0.0933726,-0.134842
-0.701391,-0.581762,9.51502,-0.105157,-0.0558194,-0.0866919
-0.489377,-0.189194,9.7214,-0.136763,-0.101407,-0.114308
-0.0971176,-0.241914,9.72502,-0.121284,-0.0831845,-0.0887888
-0.159018,-0.534303,9.64265,-0.0842266,-0.129326,-0.109095
-0.502022,-0.441151,9.95886,-0.0739945,-0.054045,-0.111282
-0.785782,-0.396892,9.92282,-0.106355,-0.0960654,-0.071353
-0.244483,-0.0143719,9.77351,-0.104597,-0.0852681,-0.083664
-0.618556,-0.125573,10.1144,-0.108704,-0.115644,-0.1146
-0.30681,-0.544599,9.66593,-0.131007,-0.0921023,-0.109368
-0.539065,-0.27041,9.59949,-0.114439,-0.125745,-0.128531
-0.655428,-0.634521,9.43366,-0.0932611,-0.128501,-0.0780681
-1.02135,-0.416109,9.78263,-0.0879972,-0.113691,-0.101941
-0.374217,-0.229428,9.7686,-0.114519,-0.141532,-0.124461
-0.57269,-0.558751,9.71996,-0.153612,-0.126937,-0.10843
-0.545143,-0.311568,9.86424,-0.141812,-0.132306,-0.124461
-0.725801,-0.421273,9.77083,-0.134488,-0.111887,-0.126797
-0.608554,-0.486411,10.0015,-0.0671797,-0.0982178,-0.104347
-0.399689,-0.508389,9.72825,-0.117542,-0.0802709,-0.1285
-0.841152,-0.0374998,9.88323,-0.0967834,-0.0990379,-0.10541
-0.0583043,-0.0270737,10.0846,-0.0967659,-0.0855992,-0.102218
-0.410307,-0.481541,9.92366,-0.097662,-0.104847,-0.131155
-0.735612,-0.0121601,9.61178,-0.101442,-0.137777,-0.0693371
-0.631196,-0.0982909,9.52823,-0.135591,-0.111212,-0.109342
-0.434046,-0.219876,9.21999,-0.0883727,-0.113601,-0.113115
-0.431829,-0.230948,9.93264,-0.113393,-0.112927,-0.147833
-0.789651,-0.20732,9.44709,-0.110894,-0.06691,-0.110904
-0.291992,-0.364388,9.41073,-0.0752402,-0.127519,-0.124849
-0.441648,-0.444623,9.59553,-0.0994219,-0.0975369,-0.114043
-0.457979,-0.43683,9.51387,-0.123231,-0.14002,-0.103671
-0.61127,-0.334153,9.69533,-0.131799,-0.0946453,-0.138853
-0.828291,-0.484055,9.83264,-0.0979367,-0.112674,-0.10985
0.0507027,0.0679775,9.60378,-0.0960282,-0.138504,-0.100283
-0.443311,-0.278993,9.54362,-0.125825,-0.0990332,-0.0846676
-0.570418,-0.0571193,9.82707,-0.144217,-0.115048,-0.125622
-0.569602,-0.511694,9.53438,-0.119757,-0.0977552,-0.115614
-0.577066,-0.378428,9.74963,-0.101917,-0.13468,-0.0880244
-0.599171,-0.617743,9.46155,-0.145051,-0.111809,-0.10918
-0.859339,-0.373694,9.53958,-0.166567,-0.10699,-0.128665
-0.580881,-0.333291,9.91644,-0.159557,-0.138543,-0.151862
-0.936318,-0.184692,9.57391,-0.127518,-0.108905,-0.108989
-0.519719,-0.522881,9.7983,-0.116049,-0.140668,-0.106202
-0.579393,-0.0894967,9.72992,-0.119362,-0.131956,-0.157402
-0.626934,-0.295045,9.52662,-0.112624,-0.114357,-0.125014
-0.497994,-0.471994,9.81723,-0.118772,-0.11542,-0.124068
-0.502481,-0.752383,10.4266,-0.0962502,-0.135939,-0.127626
-0.514159,-0.20481,9.02378,-0.156254,-0.11406,-0.0938358
-0.636674,-0.390155,9.85518,-0.10145,-0.110578,-0.121176
-0.697922,-0.28043,9.49683,-0.092106,-0.149641,-0.0915881
-0.67034,-0.24942,9.87527,-0.136137,-0.166201,-0.132777
-0.386193,-0.291633,9.3379,-0.103796,-0.146086,-0.142163
-0.70151,0.0621395,9.51716,-0.131434,-0.117061,-0.147777
-0.941992,-0.211261,9.89044,-0.13784,-0.126375,-0.0810151
-1.13218,-0.389302,9.68384,-0.133823,-0.124282,-0.0930759
-0.560962,-0.21142,9.84182,-0.150915,-0.1318,-0.12873
-0.676553,-0.331639,9.99174,-0.151631,-0.153967,-0.135763
-0.670495,-0.434607,9.50902,-0.110414,-0.110034,-0.115585
-0.400414,-0.313475,9.53968,-0.123576,-0.158279,-0.112905
-0.59179,-0.332554,9.53778,-0.105718,-0.147356,-0.155442
-0.552447,-0.394779,9.67584,-0.123908,-0.146056,-0.146352
-0.58089,-0.597579,9.67337,-0.12518,-0.118795,-0.139293
-0.809052,-0.281966,9.64757,-0.115349,-0.137208,-0.141835
-0.802837,-0.419113,9.93075,-0.132661,-0.121403,-0.142722
-0.651563,-0.524238,9.15785,-0.130815,-0.137565,-0.105496
-0.736396,-0.539126,9.49886,-0.125441,-0.116812,-0.137784
-0.911129,-0.414537,9.82383,-0.136978,-0.144375,-0.137685
-0.631427,-0.627183,9.65212,-0.155113,-0.133571,-0.104697
-0.708461,-0.157866,9.35258,-0.143324,-0.181855,-0.147606
-0.633212,-0.412846,9.46824,-0.119823,-0.132606,-0.114901
-0.71407,-0.543539,9.71364,-0.0987571,-0.102085,-0.115796
-1.03108,-0.24095,9.85116,-0.15969,-0.186313,-0.136081
-0.363756,-0.430486,9.87534,-0.10759,-0.123054,-0.142636
-0.5403,-0.0758803,9.6222,-0.175247,-0.114285,-0.133775
-0.592515,-0.488514,9.75756,-0.184907,-0.150234,-0.151715
-0.571889,-0.0977224,9.66635,-0.161517,-0.131658,-0.136197
-0.305058,-0.338071,9.66869,-0.176974,-0.102184,-0.122341
-0.736263,-0.210526,9.55793,-0.156698,-0.159879,-0.16769
-0.924657,-0.527965,9.93986,-0.128587,-0.110033,-0.136534
-0.523222,-0.215172,9.43845,-0.145818,-0.129272,-0.134697
-0.845992,-0.342307,9.54691,-0.127765,-0.148387,-0.187545
-1.0715,-0.396416,9.73375,-0.143046,-0.173448,-0.112341
-0.381421,-0.18348,9.69569,-0.130892,-0.199287,-0.135393
-0.705315,-0.418131,9.52294,-0.0922772,-0.189675,-0.167093
-0.435989,-0.435022,9.81328,-0.127228,-0.127427,-0.132015
-0.931363,-0.11589,9.72025,-0.129669,-0.161454,-0.133666
-0.72802,-0.346673,9.74525,-0.129114,-0.144496,-0.15281
-0.625185,-0.29398,9.66305,-0.154956,-0.147627,-0.174803
-0.786276,-0.695951,9.61235,-0.112328,-0.183272,-0.11003
-0.792562,-0.484612,9.55634,-0.0977766,-0.145458,-0.136887
-0.972602,-0.377322,9.68794,-0.14371,-0.103945,-0.170688
-0.475326,-0.52497,9.90862,-0.118349,-0.157335,-0.164215
-0.622971,-0.46973,9.933,-0.123765,-0.134887,-0.145348
-0.812504,-0.438087,9.40386,-0.160464,-0.137419,-0.135754
-0.648931,-0.642931,9.85287,-0.150187,-0.134272,-0.139888
-0.656106,-0.384613,9.49823,-0.128678,-0.131893,-0.165615
-0.773168,-0.452917,9.39499,-0.153133,-0.152446,-0.16627
-0.88163,-0.283364,9.65684,-0.121747,-0.139449,-0.167727
-0.878422,-0.722771,9.69874,-0.153567,-0.137073,-0.140185
-0.771851,-0.290623,9.63416,-0.131053,-0.170615,-0.147133
-0.976017,-0.332993,9.65645,-0.199793,-0.159453,-0.136436
-1.05803,-0.189654,9.69192,-0.141264,-0.14339,-0.162347
-0.646719,-0.51621,9.75782,-0.14688,-0.110228,-0.133936
-0.653594,-0.209265,9.45841,-0.137703,-0.169876,-0.145819
-1.1393,-0.460666,9.6352,-0.131939,-0.164376,-0.14471
-0.691538,-0.0328703,9.56327,-0.165625,-0.167195,-0.136808
-0.868274,-0.459922,9.7684,-0.128436,-0.129878,-0.209952
-0.816901,-0.405501,9.61352,-0.146387,-0.166578,-0.13775
-0.694527,-0.38689,9.28082,-0.121607,-0.117481,-0.195056
-0.601121,-0.21328,9.35283,-0.149527,-0.16514,-0.144344
-0.944169,-0.53352,9.62062,-0.125158,-0.0920064,-0.164565
-1.02812,-0.16717,9.3042,-0.176446,-0.177862,-0.14444
-0.778323,-0.343941,9.86785,-0.141066,-0.162347,-0.147706
-0.840634,-0.439444,9.86632,-0.148951,-0.151978,-0.14418
-0.988634,-0.431039,9.89037,-0.160971,-0.179519,-0.135458
-0.941664,-0.415309,9.69924,-0.156482,-0.183442,-0.16783
-0.654773,-0.374061,9.2701,-0.171094,-0.151695,-0.1538
-0.700042,-0.373361,9.43613,-0.18276,-0.127578,-0.156828
-0.898875,-0.774001,9.64183,-0.148857,-0.15469,-0.135583
-0.610925,-0.462518,9.66342,-0.170584,-0.15948,-0.156879
-0.582693,-0.322945,9.21555,-0.16937,-0.164739,-0.18038
-0.933645,-0.967841,9.3632,-0.150864,-0.162528,-0.111382
-0.770332,-0.227745,10.0582,-0.165922,-0.157648,-0.167447
-0.827146,-0.45136,9.70588,-0.201709,-0.140317,-0.159499
-0.787435,-0.349384,9.62305,-0.109244,-0.180471,-0.148673
